,Job Type,Job Experience,Position,Vacancy Count,Company,Location,Industries,Job Title,Job Requirement,Job Salary,Skills,Date Created,Job Posting Link,Job Id,Language,Career Level,Salary Min,Salary Max
1152,Internship,Less than 1 year,Graphic & Motion Design,1.0,Advotics,"Jakarta, Indonesia",Technology,Graphic Design Intern,"Create compelling and consistent creative assets design for all social media platforms and advertisement that reflect our brand and sales (social media graphics/display ads/Facebook ads/Reels/IGTV/Stories)
Work collaboratively with growth team (growth leads, creative leads, content writer and digital marketing)
Develop new design concepts, graphics, and layout", 0 – 0,"Graphic Design, Adobe Photoshop, Adobe Illustrator",2022-04-04,https://www.techinasia.com/jobs/8be870b3-8dea-4036-8189-b402c88420a0,5118067516,en,Entry Level,0.0,0.0
1153,Full-time,Less than 1 year,Marketing & PR,1.0,Livana Shoes,"Surabaya, Indonesia","Retail Food, Goods, Apparel, & Sport",Digital Advertiser,No Description, 1000000 – 10000000,"Digital Marketing, Marketing, Marketing Communications, Analytical Skills",2022-04-04,https://www.techinasia.com/jobs/ab45f9cf-e94e-470e-9a52-d70f113d17d6,5525737368,en,Entry Level,1000000.0,10000000.0
1155,Internship,Less than 1 year,Marketing & PR,1.0,AVANA,"Jakarta, Indonesia",Marketplaces,Telemarketing Intern,"Canvassing potential merchants that are in line with AVANA’s model business.
Contacting potential or existing customers to inform them about a product or service.
Answering questions about products or the company.
Asking questions to understand customer requirements and close sales
Direct prospects to the field sales team when needed
Enter and update customer information in the database", 1000000,"Sales Strategy  Management, Digital Marketing, Sales Support, Market Research, Marketing Communications, Sales  Marketing",2022-04-04,https://www.techinasia.com/jobs/9c38058f-0da2-460e-8c65-12dd07697951,98087570,en,Entry Level,1000000.0,
1156,Internship,Less than 1 year,Project & Product Management,1.0,Boleh Dicoba Digital,"Bandung, Java, Indonesia",Digital Media & Marketing,Growth-Hack Internship,No Description, 1000000 – 2000000,"Digital Marketing, Project Management, Content Strategy, Marketing Strategy, Research, Public Speaking  Presentations, Analytical Skills",2022-04-04,https://www.techinasia.com/jobs/52ece950-a4a9-4d37-9214-b70b87816f01,9977997609,en,Entry Level,1000000.0,2000000.0
1157,Full-time,Less than 1 year,Web Development,2.0,SIRCLO,"Tangerang, Indonesia",Marketplaces,Junior Software Engineer,"Design, develop, test, deploy, maintain and improve software
Manage individual project priorities, deadlines, and deliverables", 0 – 0,"Full-stack Web Development, Javascript, Laravel, PHP, Web Development, Python, Golang, Node.js",2022-04-04,https://www.techinasia.com/jobs/a6376e36-9889-4bff-b221-5eb7167e4e38,8589791531,en,Entry Level,0.0,0.0
1158,Internship,Less than 1 year,Graphic & Motion Design,1.0,MTARGET,"Jakarta, Indonesia",Technology,Graphic Designer (Internship),"MTARGET open for internship program for graphic designer
Create key visuals for various campaigns and promotions especially in social media.
Collaborate with the team in terms of the design style and provide opinion and ideas
Work on design briefs and determine based on requirements
Conceptualize visuals based on requirements
Collaborate with the team to ensure consistency of designs across various channel
Maintain awareness of current industry and technology standards, social media, and market trends
College students or fresh graduates are encouraged to apply
Proficient in Adobe Photoshop or Illustrator
Experience in handling campaigns or promotions design in Social Media will be a plus
Available to have the internship for 3 months", 2000000 – 3000000,"Adobe Photoshop, Content Marketing, Marketing",2022-04-03,https://www.techinasia.com/jobs/3630b77a-eb65-4c1a-af63-f6530e156e2d,1153080911,en,Entry Level,2000000.0,3000000.0
1159,Full-time,Less than 1 year,Human Resources,1.0,Kulina,"Jakarta, Indonesia",Hospitality,People & Culture Staff,"1-2 years working experiences or fresh graduates, preferably majoring in Psychology or Management from reputable university
Have a minimum GPA of 3.00
Strong analytical and problem-solving skill, positively influencing teams
Fluent in English both oral and written.
Possessing high initiative, self-starter and motivated", 4500000 – 5500000,"People Management, Human Resources, Recruiting, Talent Acquisition",2022-04-01,https://www.techinasia.com/jobs/eb1dc7af-4abc-4ddb-9846-af45b1da6206,4727738599,en,Entry Level,4500000.0,5500000.0
1160,Full-time,Less than 1 year,Sales & Business Development,5.0,Lummo (BukuKas),"Jakarta, Indonesia",Technology,Sales Lummo Bootcamp (Business Development),"Any Diploma/Bachelor's Degree graduates
Undergraduates with minimum 6 months of experience can also apply
Not compulsory but prefer graduates from Agriculture/ Literature/ Philosophy/ Fisheries/ etc
Willing to stay in Jakarta
Energetic, mobile and fast learner; passionate in doing sales
Excellent interpersonal and communication skills
Able to commit to 6 weeks program from 23 May to 30 June 2022", 3000000,"Business Development, Communication Skills, Sales",2022-04-01,https://www.techinasia.com/jobs/c26e23ef-730f-4dd1-8ed8-701c032ec03b,5719445146,en,Entry Level,3000000.0,
1161,Full-time,Less than 1 year,Sales & Business Development,1.0,Boleh Dicoba Digital,"Bandung, Java, Indonesia",Digital Media & Marketing,Business Development - SEO,"Schedule appointments, prepare, deliver and pitch to new client, research their business and requirements.
Prepare PowerPoint presentations and sales displays, pitch and present products.
Develop and make persuasive marketing/sales strategies, materials and campaign presentations based on educated understanding of the business issues, requirements and needs of potential clients.
Prepare all the contract needs for new clients and make sure our team are ready to start the services with the new client.
Maintain a good relationship with clients and partners.
Find new potential partners and secure a new partnership with many kind of businesses.
Create programs to improve services and team.
Conduct events.", 4500000 – 5500000,"Business Development  Partnerships, Presentation Skills, Digital Marketing, Business Development, Public Speaking  Presentations, Communication Skills, Marketing Communications, Sales  Marketing, SEO",2022-04-01,https://www.techinasia.com/jobs/bfbf7582-4b27-4a9f-a442-9f8c9e2b11be,9977997609,en,Entry Level,4500000.0,5500000.0
1162,Full-time,Less than 1 year,Web Development,1.0,KoinWorks,"Yogyakarta, Indonesia",Technology,AI Engineer,"Design, develop, test, and maintain highly scalable data infrastructure.
Ensure data is queryable for our Data Scientists, Data Analysts, and Business team.
Collaborate with Data, Business Intelligence, and IT team members to fulfill their requests.
Make current data infrastructure better by exploring and integrating new big data technologies and software engineering tools into current infrastructures.", 6000000 – 14000000,"Automation, Data Warehouse, PHP, Data Visualization, Python, Golang, Big Data, Data Analysis, Data Mining",2022-04-01,https://www.techinasia.com/jobs/199b47da-7b8f-423d-b104-561db7e59f77,5884363254,en,Entry Level,6000000.0,14000000.0
1163,Full-time,Less than 1 year,"Finance, Legal & Accounting",1.0,NAGAREY.com,"Jakarta, Indonesia","Retail Food, Goods, Apparel, & Sport",Finance & Accounting,No Description, 4000000 – 5500000,"Accounting, Corporate Finance, Analytics  Reporting",2022-04-01,https://www.techinasia.com/jobs/8c268302-f76f-41ac-b831-014b76e94f03,9045178250,en,Entry Level,4000000.0,5500000.0
1164,Full-time,Less than 1 year,Retail & Wholesale,1.0,NAGAREY.com,"Jakarta, Indonesia","Retail Food, Goods, Apparel, & Sport",Sales Coordinator (Online & Offline),No Description, 4500000 – 6500000,"Sales  Marketing, Adobe Photoshop, Sketch, Communication Skills, Marketing",2022-04-01,https://www.techinasia.com/jobs/9ca208a3-8c71-427b-a53a-74fa09e9980b,9045178250,en,Entry Level,4500000.0,6500000.0
1165,Full-time,Less than 1 year,Web Development,1.0,Ruangguru.com,"Jakarta, Indonesia",Education,Backend Engineer,"Design and develop services that deliver impact every day by providing access to the learning experience and motivating students to fulfill their dreams.
Operate and maintain highly scalable services for students in Indonesia from Aceh to Papua.
Develop tools to improve the existing process, including infrastructure reliability, service performance, and developer productivity.
Continuously improve code quality, product execution, and learning experience.
Coordinate across teams (Mobile, Frontend, DevOps, Data, UI/UX, QA etc.) on planning and execution.
Solve challenging educational problems in Indonesia by using cutting-edge technology.", 0 – 0,"Problem Solving, Java, Python",2022-04-01,https://www.techinasia.com/jobs/d7f704b2-c9ce-44af-8e7f-28d10856bf28,8853278228,en,Entry Level,0.0,0.0
1166,Full-time,Less than 1 year,Web Development,1.0,Ruangguru.com,"Jakarta, Indonesia",Education,Frontend Engineer,"Creating a seamless workflow for content load with access control and revision control
Developing stunning user-facing features
Building reusable code and libraries for future use
Ensuring the technical feasibility of UI/UX designs
Optimizing application for maximum speed and scalability
Assuring that all user input is validated before submitting to back-end
Collaborating with other team members and stakeholders", 0 – 0,"React.js, UI/UX Design, SEO",2022-04-01,https://www.techinasia.com/jobs/decf87be-3a01-4137-866f-3e1b67f6e898,8853278228,en,Entry Level,0.0,0.0
1167,Full-time,Less than 1 year,Project & Product Management,1.0,Ruangguru.com,"Jakarta, Indonesia",Education,User Interface Designer,"Ensuring that our user experience remains delightful and industry leading, while maintaining a cohesive modern aesthetic in all design elements
Understanding of different user segments and its priorities in using our app
Oversee the works, train and coach more junior designers
Accountable for the design impact, present, defend, and getting stakeholders’s buy in
Plan, execute and analyse usability testing sessions
Concepting and designing micro interactions
Produce necessary outputs, and effectively communicate design specifications to engineer
Troubleshoot design related issues during development process.", 0 – 0,"UI/UX Design, Prototype, Android, iOS Design",2022-04-01,https://www.techinasia.com/jobs/7c76810c-733e-4948-9b46-c928ceb00afd,8853278228,en,Entry Level,0.0,0.0
1168,Full-time,Less than 1 year,Graphic & Motion Design,1.0,kumparan.com,"Jakarta, Indonesia",Technology,Graphic Designer (Project Based),"Good taste and sense, creative, solid experience of visual design , layout skill and digital marketing
High attention to detail and prioritize multiple projects on hand", 5000000 – 6000000,"Visual Design, Advertising, Graphic Design, Digital Strategy, Design, Brand  Identity Design, Marketing Communications, Sales  Marketing, Digital Media",2022-03-31,https://www.techinasia.com/jobs/ca9851ed-e059-4cac-8db8-2d62a906854d,225789813,en,Entry Level,5000000.0,6000000.0
1169,Internship,Less than 1 year,Event Management,1.0,AVANA,"Jakarta, Indonesia",Marketplaces,Marketing Communication Intern,"Support the implementation of ATL media placement by liaising with third party vendor/agency
Support the Implementation of BTL media activities by liaising with third party vendor/agency
Execute offline events (brand/product activation, sponsorship), support activities from planning to execution by working closely with the marketing communications.
Assist marketing team to handle campaign's merchants
Able to host an event for marketing activities
Able to write and speak English fluently", 1000000,"Media Relations, Social Media Marketing, Communication Skills, Marketing Communications",2022-03-31,https://www.techinasia.com/jobs/e1fcdb1b-aae2-4a41-9f09-58ea893f742c,98087570,en,Entry Level,1000000.0,
1170,Internship,Less than 1 year,Sales & Business Development,1.0,Hangry,"Jakarta, Indonesia",Hospitality,Business Development Intern,"Assist in the development of business strategies by using data and statistical analysis to identify levers for sales growth
Take part in market & competitiveness analysis, understand factors that affect outlet sales, and drive related initiatives
Drive customer engagement to understand customer profiling better for business improvement purposes
Work closely with BD leads to improve outlets' performance", 0 – 0,"Business Development, Microsoft Excel, Business Management",2022-03-31,https://www.techinasia.com/jobs/62439eb9-3269-402c-89d2-f2c7d256fdfe,4581603427,en,Entry Level,0.0,0.0
